rating,category,reviews,description,ingredients,id,url,title
4.17,thai,3,"This is a very tasty dish that is perfect for people, like myself, who don't enjoy spicy Thai restaurant food. ","[""1 (8 ounce) package dry Chinese noodles"",""1 cup sliced fresh mushrooms"",""1 large red onion, cut into 2 inch strips"",""1 pound flank beef steak, cut diagonally into 2 inch strips"",""1 tangerine, sectioned and seeded"",""1 teaspoon tangerine zest"",""1/2 small butternut squash - peeled, seeded, and thinly sliced"",""1/4 cup dry sherry"",""1/4 cup hoisin sauce"",""1/4 teaspoon ground ginger"",""2 teaspoons vegetable oil"",""3 cups cabbage, thinly sliced"",""4 teaspoons vegetable oil""]",188545,https://www.allrecipes.com/recipe/188545/mild-thai-beef-with-a-tangerine-sauce/,Mild Thai Beef with a Tangerine Sauce Recipe - Allrecipes.com
4.38,thai,104,"Pork, peppers, and spices are cooked in a Thai peanut sauce until aromatic and tender.  Served over brown or jasmine rice with steamed carrots on the side, this dish makes a satisfying meal.","[""1 cup chicken broth"",""1 pound boneless pork chops"",""1 teaspoon crushed red pepper flakes"",""1/3 cup creamy peanut butter"",""1/3 cup soy sauce"",""2 red bell peppers, thinly sliced and cut into bite-size lengths"",""2 tablespoons minced fresh ginger root"",""3 tablespoons honey"",""6 cloves garlic, minced""]",214217,https://www.allrecipes.com/recipe/214217/slow-cooker-thai-pork-with-peppers/,Slow Cooker Thai Pork with Peppers Recipe - Allrecipes.com
4.47,thai,1082,This is kid friendly with an Asian twist. Can also be made with spaghetti pasta.,"[""1 1/2 tablespoons honey"",""1 1/2 tablespoons minced fresh ginger root"",""1/2 cup chicken broth"",""1/4 cup chopped green onions"",""1/4 cup chopped peanuts"",""2 teaspoons hot chile paste (optional)"",""3 cloves garlic, minced"",""3 tablespoons peanut butter"",""3 tablespoons soy sauce"",""8 ounces Udon noodles""]",11835,https://www.allrecipes.com/recipe/11835/peanut-butter-noodles/,Peanut Butter Noodles Recipe - Allrecipes.com
4.34,thai,28,"Here is a Thai vegetable side dish with plenty of Chinese influences. Utilize whatever mushrooms are in season, such as straw, button, het kone or shiitake mushrooms.","[""1 onion, diced"",""1 red chile pepper, sliced"",""1 tablespoon fish sauce"",""1 tablespoon light soy sauce"",""1 tablespoon oyster sauce"",""1/4 cup chopped fresh cilantro"",""2 tablespoons cooking oil"",""2 teaspoons cornstarch"",""2/3 pound fresh mushrooms, sliced"",""3 cloves garlic, minced"",""3 tablespoons water"",""8 baby corn ears, sliced""]",213954,https://www.allrecipes.com/recipe/213954/stir-fried-mushrooms-with-baby-corn/,Stir-Fried Mushrooms with Baby Corn Recipe - Allrecipes.com
4.00,thai,2,"The first thing I do when I visit my favorite Thai restaurant is ponder the specials board. On my one of my recent visits, they had avocado curry. I had never thought of mixing a decadent coconut curry with a delicious avocado. After all, delicious fat plus more delicious fat is always a win. So I ordered it, made mental notes along the way and whipped up a batch the very next day. One tweaking batch later, and I've arrived at this. Serve over rice or noodles.","[""1 (14 ounce) can coconut milk"",""1 carrot, cut into matchstick-size pieces"",""1 cup basil leaves"",""1 zucchini, cubed"",""1/2 cup water, or as needed"",""1/2 large avocado - peeled, pitted, and diced"",""1/2 lime, juiced"",""2 cups green beans"",""2 tablespoons green curry paste, or more to taste"",""3 tablespoons seasoning sauce (such as Golden Mountain(R))"",""8 ounces tempeh, cubed"",""Curry:"",""Stir Fry:""]",245864,https://www.allrecipes.com/recipe/245864/avocado-curry/,Avocado Curry Recipe - Allrecipes.com
0.00,thai,0,A great option for Thai pad thai those with soy allergies!,"[""1 1/2 pounds chicken breasts, diced"",""1 tablespoon Thai chile sauce"",""1 tablespoon brown sugar"",""1 tablespoon canola oil"",""1 tablespoon lime juice"",""1 tablespoon rice wine"",""1 teaspoon minced garlic"",""1/2 cup bean sprouts"",""1/2 cup chicken stock"",""1/2 cup shredded carrot"",""1/2 teaspoon ground ginger"",""1/4 cup chopped peanuts, or to taste (optional)"",""1/4 cup cilantro, or to taste (optional)"",""1/4 cup peanut butter"",""2 green onions, chopped"",""2 tablespoons coconut aminos"",""2 teaspoons sriracha sauce, or to taste (optional)"",""4 ounces dried rice noodles""]",264652,https://www.allrecipes.com/recipe/264652/soy-free-chicken-pad-thai/,Soy-Free Chicken Pad Thai Recipe - Allrecipes.com
0.00,thai,0,This is a green curry paste recipe from central Thailand that incorporates the Indian spices of the South and the fresh herbs from the North. This recipe will make a bulk curry paste that will keep for a few weeks in the refrigerator and make several batches of curry. Fresh curry paste always makes your curries taste better than premade pastes that contain preservatives.,"[""1 cup chopped Thai chile peppers"",""1 head garlic, peeled and chopped"",""1 tablespoon ground white pepper"",""1 tablespoon salt"",""1 tablespoon toasted coriander seeds"",""2 1/2 ounces fresh Thai basil leaves, chopped"",""2 cilantro roots, peeled and chopped"",""2 stalks lemongrass, sliced"",""2 tablespoons fermented shrimp paste"",""2 tablespoons freshly toasted cumin seeds"",""2 tablespoons grated kaffir lime zest"",""2 tablespoons peeled and chopped fresh turmeric root"",""2 tablespoons peeled and chopped galangal"",""3 shallots, chopped""]",263806,https://www.allrecipes.com/recipe/263806/real-thai-green-curry-paste-nam-prik-gen-kayo-wan/,Real Thai Green Curry Paste (Nam Prik Gen Kayo Wan) Recipe - Allrecipes.com
4.10,thai,89,"A wonderfully spicy Thai dish. I created this when I fell in love with a dish at a Thai restaurant. It is very good served over jasmine rice. Fish sauce can be found in any Asian market, or the Asian section of the supermarket.","[""1 1/2 tablespoons hot pepper sauce"",""1 cup dry jasmine rice"",""1 cup unsalted cashew nuts"",""1 small onion, quartered then sliced"",""1 tablespoon minced fresh ginger root"",""1 tablespoon sesame oil"",""1/4 cup fish sauce"",""1/4 cup soy sauce"",""2 cups water"",""3 cloves garlic, minced"",""3 tablespoons brown sugar"",""3 tablespoons creamy peanut butter"",""3/4 cup water"",""4 skinless, boneless chicken breast halves - cut into thin strips""]",69620,https://www.allrecipes.com/recipe/69620/thai-cashew-chicken/,Thai Cashew Chicken Recipe - Allrecipes.com
3.75,thai,4,"Thai Hot and Sour Shrimp soup made with the Thai Trinity, lemon grass, galangal, and kaffir lime leaves.","[""1 (15 ounce) can whole straw mushrooms, drained"",""1 cup peeled and deveined medium shrimp"",""2 quarts Thai chicken broth"",""3 tablespoons Thai garlic chile paste"",""6 kaffir lime leaves"",""6 sprigs fresh cilantro"",""6 tablespoons fish sauce"",""6 tablespoons lime juice"",""6 whole Thai chiles""]",166696,https://www.allrecipes.com/recipe/166696/jet-tilas-tom-yum-goong-soup/,Jet Tila's Tom Yum Goong Soup Recipe - Allrecipes.com
4.25,thai,6,"The salad ingredients came from a cooking class I went to, but the dressing came from a friend. Make sure you use firm mangos or they will be impossible to julienne.","[""1 tablespoon brown sugar"",""1 tablespoon crushed peanuts"",""1/4 purple onion, thinly sliced"",""1/4 red bell pepper, thinly sliced"",""2 firm green mangoes - peeled, pitted, and cut into matchsticks"",""2 tablespoons fish sauce"",""2 tablespoons lime juice"",""3 sprigs cilantro, or more to taste, leaves removed and stems discarded""]",238047,https://www.allrecipes.com/recipe/238047/easy-mango-salad/,Easy Mango Salad Recipe - Allrecipes.com
5.00,thai,2,This recipe is based on the same flavors as 'Som Tam' (green papaya salad). Packed with flavor; use this salad as a side dish and serve with Thai glutinous rice.,"[""1 tablespoon palm sugar"",""2 tablespoons fish sauce"",""2/3 pound long beans, sliced thin and mashed"",""3 cucumbers - peeled, seeded, and grated"",""3 tablespoons crushed dried shrimp"",""3 tablespoons roasted peanuts, chopped"",""5 Thai chilies, sliced thin"",""5 cherry tomatoes, halved"",""juice of 1 lime, or more to taste""]",213923,https://www.allrecipes.com/recipe/213923/yam-taeng-spicy-cucumber-salad/,Yam Taeng (Spicy Cucumber Salad) Recipe - Allrecipes.com
4.22,thai,59,This is an easy to make version of Thai peanut sauce which uses ingredients that most everyone has on hand. It's great with grilled shrimp or fish.,"[""1 teaspoon cayenne pepper"",""1/3 cup hot water"",""1/3 cup soy sauce"",""1/4 cup dry sherry"",""1/4 cup light corn syrup"",""2 tablespoons lemon juice"",""2/3 cup peanut butter""]",19913,https://www.allrecipes.com/recipe/19913/thai-peanut-butter-sauce/,Thai Peanut Butter Sauce Recipe - Allrecipes.com
3.92,thai,17,This stir-fry dish is both spicy and aromatic. Add more curry paste if you dare. Substitute shrimp or scallops for a change.,"[""1 (8 ounce) package rice noodles"",""1 onion, chopped"",""1 pound skinless, boneless chicken breast meat - cubed"",""1 tablespoon peanut oil"",""1 teaspoon green curry paste"",""1 zucchini, diced"",""1/2 (10 ounce) can coconut milk"",""1/2 cup sliced mushrooms"",""2 tablespoons chopped cilantro"",""2 tablespoons white sugar"",""3 tablespoons fish sauce"",""boiling water to cover""]",64339,https://www.allrecipes.com/recipe/64339/thai-chicken/,Thai Chicken Recipe - Allrecipes.com
4.59,thai,39,"There are so many versions of this street food found in Thailand. Mine has been in our family for years, and we serve it with a tangy sweet chili sauce that really goes well with this easy dish. We often make a large quantity for parties as all our friends request this.","[""1 teaspoon curry powder"",""1 teaspoon ground turmeric"",""1 teaspoon minced garlic"",""1/2 (3 pound) chicken, cut into pieces"",""1/2 cup coconut milk"",""1/2 teaspoon minced bird's eye chile"",""1/2 teaspoon white pepper"",""1/4 teaspoon salt"",""2 tablespoons chopped cilantro"",""2 tablespoons fish sauce"",""2 tablespoons minced garlic"",""4 tablespoons water"",""4 tablespoons white sugar"",""6 tablespoons rice vinegar""]",53524,https://www.allrecipes.com/recipe/53524/thai-grilled-chicken-with-sweet-chile-dipping-sauce/,Thai Grilled Chicken with Sweet Chile Dipping Sauce Recipe - Allrecipes.com
0.00,thai,0,"If you have been following me on Instagram or Facebook for a while, you know that mango sticky rice is one of my favorite sweets ever. And this is especially true when you can turn this naturally gluten-free dessert into a healthy gluten-free recipe! 

Read on and I will show how to turn this yummy treat in a refined sugar-free dessert.
 The first time I tried mango sticky rice I was just in the right place: Bangkok. As you can imagine, mangoes in Thailand are the best in the whole world! Anywhere you go, from Chiang Mai to Phuket, you'll find food carts selling fresh mangoes.","[""1 1/3 cups coconut milk"",""1 teaspoon cornstarch"",""1 teaspoon toasted sesame seeds"",""1/2 cup Thai glutinous rice"",""1/3 cup dates, pitted and chopped"",""1/4 teaspoon Himalayan salt"",""2 ripe mangoes, sliced""]",256566,https://www.allrecipes.com/recipe/256566/refined-sugar-free-mango-sticky-rice/,Refined Sugar Free-Mango Sticky Rice Recipe - Allrecipes.com
4.33,thai,3,"This is a sweeter rice dish, with lychees and raisins adding a pleasant and refreshing sweetness, balanced with salty cashew nuts. Maggi sauce is a German savory sauce popular in Thailand.","[""1 cup uncooked jasmine rice"",""1 tablespoon chopped cashews"",""1 tablespoon chopped onion"",""1 teaspoon raisins"",""1/2 cup water"",""1/4 cup reduced-sodium soy sauce"",""1/4 teaspoon white pepper"",""1/4 teaspoon white sugar"",""2 cloves garlic, minced"",""2 tablespoons chopped carrot"",""2 tablespoons chopped green onion"",""3 tablespoons soy-based liquid seasoning (such as Maggi(R))"",""3 tablespoons vegetable oil"",""5 canned lychees, drained and quartered""]",125388,https://www.allrecipes.com/recipe/125388/fried-rice-with-lychees-koa-pad-lin-gee/,Fried Rice with Lychees (Koa Pad Lin Gee) Recipe - Allrecipes.com
4.43,thai,29,"Fragrant, warming and delicious curry-tinged soup, lovely over rice. Adjust curry paste to increase or decrease heat. Curry paste is available in jars in Asian stores and the international aisle of many grocery stores.","[""1 (14 ounce) can coconut milk"",""1 red bell pepper, chopped"",""1 tablespoon fish sauce"",""1 tablespoon peanut oil"",""1/2 sweet onion, finely chopped"",""12 ounces monkfish, cut into cubes"",""2 tablespoons cilantro, chopped"",""2 tablespoons lime juice"",""3 tablespoons red Thai curry paste""]",140964,https://www.allrecipes.com/recipe/140964/thai-monkfish-curry/,Thai Monkfish Curry Recipe - Allrecipes.com
4.49,thai,65,"Rich, exciting flavors make this grilled chicken an exotic favorite. Arrange cooked chicken pieces on a serving platter lined with salad greens or a banana leaf. Garnish with cilantro (coriander) sprigs and serve with salad or steamed rice.","[""1 (3 pound) chicken, cut into pieces"",""1 bunch fresh cilantro with roots"",""1 pinch salt"",""1 tablespoon white sugar"",""1 teaspoon curry powder"",""1 teaspoon ground turmeric"",""1/4 cup coconut milk"",""3 cloves garlic, peeled"",""3 small red hot chile peppers, seeded and chopped"",""3 tablespoons fish sauce""]",25482,https://www.allrecipes.com/recipe/25482/barbequed-thai-style-chicken/,Barbequed Thai Style Chicken Recipe - Allrecipes.com
5.00,thai,4,Another free-styling super bowl creation based on the incredible laksas I have had the opportunity to try around my office in NYC. Enjoy!,"[""1 (14 ounce) can bean sprouts, drained"",""1 cup chopped cooked chicken"",""1 lime, zested"",""1 pound shrimp"",""1 tablespoon chopped fresh cilantro"",""1/4 cup red curry paste"",""2 cups cherry tomatoes"",""2 limes, juiced"",""2 tablespoons olive oil"",""3 cups chicken stock"",""3 cups coconut milk"",""salt and ground black pepper to taste""]",241425,https://www.allrecipes.com/recipe/241425/quick-red-curry-soup/,Quick Red Curry Soup Recipe - Allrecipes.com
5.00,thai,1,"A sweet, tangy, and spicy Thai-inspired salad served warm with prawns, mango, and cashews.","[""1 1/2 teaspoons chopped pickled ginger"",""1 pinch white sugar"",""1 pound large shrimp, peeled and deveined"",""1 red onion, thinly sliced"",""1 ripe mango, cubed"",""1 romaine hearts, chopped into bite-sized pieces, or more to taste"",""1 tablespoon chopped garlic"",""1 tablespoon fish sauce"",""1 tablespoon rice vinegar"",""1/2 cup matchstick-cut carrots"",""1/2 cup mirin (Japanese sweet wine)"",""1/2 lime, juiced"",""1/2 red pepper flakes, or more to taste"",""1/2 teaspoon soy sauce, or more to taste"",""1/4 cup chopped cashews"",""1/4 cup chopped green onions, or more to taste"",""2 tablespoons peanut oil""]",265780,https://www.allrecipes.com/recipe/265780/thai-mango-prawn-salad/,Thai Mango-Prawn Salad  Recipe - Allrecipes.com
4.50,thai,18,"This Asian-inspired burger is seasoned with fresh ginger, jalapeno pepper, cilantro, and peanut sauce. Serve in a pita with peanut-flavored slaw mix.","[""1 1/2 pounds large shrimp, peeled"",""1 jalapeno pepper, seeded and minced"",""1/2 cup Thai peanut sauce"",""1/2 teaspoon salt"",""1/4 cup dry bread crumbs"",""2 cups slaw mix"",""2 large garlic cloves, minced"",""2 tablespoons fresh lime juice"",""2 tablespoons minced fresh ginger"",""2 tablespoons vegetable oil"",""3 Green Onions, thinly sliced"",""4 small (4 inch) pita breads"",""6 tablespoons minced cilantro""]",87309,https://www.allrecipes.com/recipe/87309/thai-shrimp-burgers/,Thai Shrimp Burgers Recipe - Allrecipes.com
3.66,thai,38,A chunky hearty soup with a great blend of spices to warm you right to the bone.  Optional: you can also add bean sprouts with the noodles.,"[""1 cup water"",""1 cup white wine"",""1 fresh red chile pepper, seeded and chopped"",""1 onion, chopped"",""1 tablespoon curry powder"",""1 teaspoon ground black pepper"",""1 teaspoon ground cayenne pepper"",""1/2 (12 ounce) package dried rice noodles"",""1/2 tablespoon dried oregano"",""1/2 tablespoon dried sage"",""1/2 tablespoon poultry seasoning"",""1/2 teaspoon salt"",""2 tablespoons vegetable oil"",""3 cloves garlic, chopped"",""3 green onions, chopped"",""3 skinless, boneless chicken breast halves - cut into 1 inch cubes"",""4 large carrots, cut into 1 inch pieces"",""4 large stalks celery, cut into 1 inch pieces"",""5 cups chicken broth""]",23875,https://www.allrecipes.com/recipe/23875/spicy-chicken-thai-noodle-soup/,Spicy Chicken Thai Noodle Soup Recipe - Allrecipes.com
5.00,thai,1,"This is a very rustic, sweet, and hearty porridge. It is easy enough to make yourself.","[""1 cup unsweetened coconut cream"",""1/2 teaspoon salt"",""1/3 cup tapioca flour"",""3 1/2 cups water"",""3/4 cup water"",""3/4 cup white sugar"",""4 cups hulled yellow mung beans""]",213802,https://www.allrecipes.com/recipe/213802/yellow-mung-bean-pudding-with-coconut-cream/,Yellow Mung Bean Pudding with Coconut Cream Recipe - Allrecipes.com
4.30,thai,48,Pad Kee Mao translates to 'Drunken Stir Fry' in English. This is one variation of many such 'drunken' dishes that are commonly hawked by street-side vendors in Bangkok. The 'drunken' description comes from the fact that it originated in late-night revelers' kitchens after stumbling home from the nightclubs in the wee hours of the morning.,"[""1 1/2 teaspoons olive oil"",""1 serrano pepper, minced, or more to taste"",""1 teaspoon salt"",""1 teaspoon white sugar"",""1/2 cup bean sprouts"",""1/2 pound pork (any cut), thinly sliced"",""1/2 teaspoon thick soy sauce"",""2 cloves garlic, minced"",""2 teaspoons white sugar"",""3 1/2 ounces dried Thai-style rice noodles, wide (such as Chantaboon Rice Noodles)"",""30 fresh basil leaves, chopped""]",199255,https://www.allrecipes.com/recipe/199255/pad-kee-mao/,Pad Kee Mao Recipe - Allrecipes.com
0.00,thai,0,"This is a very light soup that is great to eat if you are in need of something to cleanse your palate. Use a firm-fleshed, white, low-fat fish such as trout or catfish, it adds a delicate flavor to your soup.","[""1 (1 inch) piece fresh ginger, peeled and sliced into disks, or more to taste"",""1 (1 inch) piece galangal, peeled and sliced into disks, or more to taste"",""1 (10 ounce) trout, scales removed and fish cut into steaks"",""1/4 cup chopped fresh cilantro, or to taste"",""1/4 cup tamarind juice, or more to taste"",""2 kaffir lime leaves, torn"",""2 shallots, crushed"",""2 stalks lemon grass, cut into 2-inch pieces and crushed"",""2 tablespoons fish sauce, or more to taste"",""3 cups fish stock"",""5 Thai chile peppers, crushed"",""5 cherry tomatoes, halved""]",246806,https://www.allrecipes.com/recipe/246806/tom-byoo-sour-fish-soup/,Tom Byoo (Sour Fish Soup) Recipe - Allrecipes.com
4.64,thai,9,"Tasty steamed crab legs with Asian kick! Serve with fresh spinach salad or favorite side. Use drawn butter for dipping, or try lemon juice, salt, pepper and sugar for tangy sauce. Enjoy!
","[""1 (1 inch) piece fresh ginger root, crushed"",""1 stalk lemon grass, crushed"",""1 tablespoon oyster sauce"",""2 pounds frozen cooked Alaskan king crab legs, thawed"",""2 tablespoons fish sauce"",""2 tablespoons vegetable oil"",""3 cloves garlic clove, pressed"",""salt and pepper to taste""]",135461,https://www.allrecipes.com/recipe/135461/steamed-lemon-grass-crab-legs/,Steamed Lemon Grass Crab Legs Recipe - Allrecipes.com
4.42,thai,10,An enjoyable taste that will send your taste buds tingling. It's also low in fat! Serve on toast or as a side dish.,"[""2 tablespoons basil pesto"",""2 teaspoons Thai seasoning"",""6 ounces chopped fresh mushrooms""]",86091,https://www.allrecipes.com/recipe/86091/madis-mushrooms/,Madi's Mushrooms Recipe - Allrecipes.com
4.43,thai,110,"This is an easy to make, spicy Thai-inspired pizza.","[""1 (12 inch) pre-baked pizza crust"",""1 (7 ounce) jar peanut sauce"",""1 bunch green onions, chopped"",""1 cup shredded Italian cheese blend"",""1 tablespoon chopped roasted peanuts (optional)"",""1/2 cup fresh bean sprouts (optional)"",""1/2 cup shredded carrot (optional)"",""1/4 cup peanut butter"",""8 ounces cooked skinless, boneless chicken breast halves, cut into strips""]",71145,https://www.allrecipes.com/recipe/71145/thai-chicken-pizza/,Thai Chicken Pizza Recipe - Allrecipes.com
2.00,thai,1,"This is a spicy, flavorful pork salad that is eaten as a side or main dish. You can serve it on cabbage or lettuce leaves. It can also be served over shredded cabbage, bean thread (mung bean noodles), or lettuce. Try your local Asian market to find Thai peppers, fish sauce, and fresh mint leaves. Fresh lime juice is important. A lot of prep but worth it in the end. You can also serve over noodles, or chop lettuce and cabbage together and spoon mixture over it in a bowl. You can garnish the mixture with chiles, peanuts, mint leaves, and cilantro leaves. This recipe tastes just like what you get at a Thai restaurant. It will keep in the refrigerator in an airtight container for 3 to 4 days.","[""1 (10 ounce) package romaine lettuce hearts"",""1 cup finely chopped fresh ginger"",""1 cup unsalted roasted peanuts"",""1 onion, halved and sliced very thin"",""1 red onion, sliced very thin"",""1/4 cup fish sauce"",""12 fresh red or green Thai peppers, seeded and chopped, or to taste"",""2 cups fresh lime juice"",""2 pounds fresh ground lean pork, or more to taste"",""2 tablespoons dried chile flakes"",""2 tablespoons fish sauce"",""4 cups chopped fresh mint"",""6 green onions, coarsely sliced, or more to taste"",""6 shallots, sliced very thin, or more to taste"",""Dressing:""]",260239,https://www.allrecipes.com/recipe/260239/nam-sod-thai-pork-salad/,Nam Sod (Thai Pork Salad) Recipe - Allrecipes.com
