rating,category,reviews,description,ingredients,id,url,title
4.40,french,10,Great dish and any vegetable can be added as desired. Good way to use up about-to-go-bad produce...,"[""1 1/2 pounds zucchini, thinly sliced"",""1 1/4 cups ricotta cheese"",""1 3/4 cups shredded mozzarella cheese"",""1 cup chopped mushrooms"",""1 cup shredded carrots"",""1 unbaked 9-inch pie crust"",""1/2 teaspoon dried basil"",""1/2 teaspoon dried oregano"",""1/4 teaspoon garlic powder"",""1/4 teaspoon paprika"",""2 tablespoons butter"",""2/3 cup half-and-half"",""3/4 teaspoon salt"",""4 eggs, beaten"",""freshly ground black pepper to taste""]",228223,https://www.allrecipes.com/recipe/228223/nanas-zucchini-quiche/,Nana's Zucchini Quiche Recipe - Allrecipes.com
0.00,french,0,"Flammkuchen, or tarte flambée, is a pizza-like flatbread topped with cream, onions, and bacon. It originated in the French region of Alsace but it is also popular all over Germany. Like other onion pies, Flammkuchen is mostly eaten in autumn, served with a glass of new white wine.","[""1 (.25 ounce) package active dry yeast"",""1 cup lukewarm water"",""1 pinch white sugar"",""1 tablespoon finely chopped parsley"",""1 teaspoon salt"",""1/2 teaspoon freshly ground black pepper"",""1/2 teaspoon salt"",""2 tablespoons heavy cream"",""3 cups all-purpose flour"",""3 onions, cut in half and thinly sliced"",""3 tablespoons all-purpose flour"",""3 tablespoons olive oil"",""3/4 cup heavy cream"",""3/4 cup sour cream"",""6 ounces bacon strips, diced"",""Flatbread:"",""Topping:""]",259111,https://www.allrecipes.com/recipe/259111/flammkuchen-tarte-flambee/,Flammkuchen (Tarte Flambee) Recipe - Allrecipes.com
4.89,french,40,"This is a popular French cake that celebrates the holiday of Epiphany (January 6th) the day when the Three Kings visited the Baby Jesus. As part of French tradition, a bean or small china feve (favor) is hidden in the cake. The person who finds the feve in his or her slice becomes king or queen for the day. The person can also choose someone to be their king or queen and can lead the traditional dance.","[""1 (17.25 ounce) package frozen puff pastry, thawed"",""1 dry kidney bean"",""1 egg"",""1 egg, beaten"",""1 pinch salt"",""1 tablespoon confectioners' sugar for dusting"",""1/4 cup almond paste"",""1/4 cup white sugar"",""1/4 teaspoon almond extract"",""1/4 teaspoon vanilla extract"",""2 tablespoons all-purpose flour"",""3 tablespoons unsalted butter, softened""]",80734,https://www.allrecipes.com/recipe/80734/galette-des-rois/,Galette des Rois Recipe - Allrecipes.com
4.53,french,15,"This French bread recipe has been perfected to my satisfaction - crunchy on the outside, and soft airiness on the inside. I hope you enjoy these stunning loaves!","[""1 1/2 teaspoons olive oil"",""1 egg yolk"",""1 tablespoon active dry yeast"",""1 tablespoon milk"",""1 tablespoon white sugar"",""1 teaspoon salt"",""10 tablespoons water"",""2 cups boiling water"",""2 cups sourdough starter"",""2 teaspoons cornmeal"",""4 cups all-purpose flour, or more if needed""]",218466,https://www.allrecipes.com/recipe/218466/the-french-bread/,The French Bread Recipe - Allrecipes.com
3.45,french,21,This is an awesome autumn twist on the traditional French Onion soup.  Apple cider and brandy make it a cozy dish for those chilly fall afternoons.,"[""1 1/2 cups apple cider"",""1 tablespoon ground cinnamon"",""1 tablespoon white sugar"",""1/2 cup butter, divided"",""1/2 cup shredded Gouda cheese"",""2 Granny Smith apples - peeled, cored and chopped"",""2 tablespoons brandy (optional)"",""2 tablespoons olive oil"",""4 cups chicken broth"",""4 large onions, thinly sliced"",""6 (1 inch thick) slices French bread""]",93611,https://www.allrecipes.com/recipe/93611/fall-french-onion-soup/,Fall French Onion Soup Recipe - Allrecipes.com
4.73,french,60,"This recipe for beef Merlot is one of my favorites, and a take-off on the venerable beef bourguignon, beef braised in Burgundy wine. Serve over mashed potatoes.","[""1 (2 1/2 pound) boneless beef chuck roast, cut into 2-inch cubes"",""1 bay leaf"",""1 onion, chopped"",""1 tablespoon butter"",""2 carrots, cut into 1-inch pieces"",""2 cups Merlot wine"",""2 cups beef broth"",""2 stalks celery, cut into 1/2-inch pieces"",""2 tablespoons flour"",""2 tablespoons vegetable oil"",""4 sprigs fresh thyme"",""salt and freshly ground black pepper to taste""]",236700,https://www.allrecipes.com/recipe/236700/beef-bourguignon-without-the-burgundy/,Beef Bourguignon Without the Burgundy  Recipe - Allrecipes.com
4.71,french,5,"My mom's soup that I remember from childhood. Probably as basic as it gets. Add cheese of choice and croutons, if desired.","[""1 clove garlic, minced"",""1/4 cup butter"",""4 cups beef broth"",""4 large onions, thinly sliced"",""salt and ground black pepper, to taste""]",231612,https://www.allrecipes.com/recipe/231612/french-onion-soup-slow-cooker/,French Onion Soup (Slow Cooker) Recipe - Allrecipes.com
4.90,french,7,"Usually making something like fresh cheese at home is done because it's higher quality, and much cheaper. This recipe for fromage blanc, or farmer's cheese, flies in the face of that conventional culinary wisdom. So why bother? Because, for any self-respecting foodie, making a batch of homemade cheese is definitely on the culinary 'bucket list.' Before you cash in your apron for good, you should experience the magic of watching a pot of milk turned into cheese. And if all this sounds kind of cheesy, so be it.","[""1 cup cultured buttermilk"",""1 quart whole milk"",""2 teaspoons lemon juice, or as needed"",""3/4 teaspoon salt""]",237064,https://www.allrecipes.com/recipe/237064/chef-johns-homemade-cheese/,Chef John's Homemade Cheese  Recipe - Allrecipes.com
4.86,french,113,"Making creme fraiche is very easy and, once you taste the magic of homemade sour cream, you'll have a hard time not repeating this esoteric exercise. Sure it takes a couple days, but the effort is minimal and the payoff is marvelous.","[""2 cups heavy cream"",""3 tablespoons cultured buttermilk""]",222387,https://www.allrecipes.com/recipe/222387/chef-johns-creme-fraiche/,Chef John's Creme Fraiche  Recipe - Allrecipes.com
4.25,french,4,Fluffy goodness! This easy recipe calls for chestnut puree which can be found in most specialty food stores.,"[""1 cup chestnut puree"",""1 cup whipped cream"",""1 tablespoon brandy"",""1/3 cup white sugar"",""3 tablespoons milk"",""4 egg whites"",""4 egg yolks""]",9495,https://www.allrecipes.com/recipe/9495/chestnut-souffle/,Chestnut Souffle Recipe - Allrecipes.com
4.79,french,12,"For me, this is summer on a slice of bread. August is national goat cheese month (no, I don't know who decides these things), and what better way to enjoy chevre than by topping it with sweet, ripe, impossibly juicy peach slices? Mix in a little thyme and black pepper to keep things interesting, and you're looking at a very special treat.","[""2 (1 inch thick) slices French bread, toasted"",""2 tablespoons olive oil, divided, or as needed"",""2 teaspoons fresh thyme leaves, or to taste"",""4 ounces fresh goat cheese, softened"",""6 fresh peach slices"",""salt and freshly ground black pepper to taste""]",237477,https://www.allrecipes.com/recipe/237477/peach-and-goat-cheese-tartine/,Peach and Goat Cheese Tartine Recipe - Allrecipes.com
4.60,french,4,Basic balsamic dressing with a tangy twist.,"[""1/4 cup garlic cloves"",""2 cups balsamic vinegar"",""2 cups canola oil"",""2 pounds Roma (plum) tomatoes, quartered"",""2 shallots, quartered"",""2 sprigs fresh rosemary"",""2 sprigs fresh sage"",""3 tablespoons olive oil"",""salt and ground black pepper to taste""]",221312,https://www.allrecipes.com/recipe/221312/roasted-roma-vinaigrette/,Roasted Roma Vinaigrette Recipe - Allrecipes.com
5.00,french,7,Very rich and creamy white wine and cheese sauce on chicken breasts. Wonderful family-favorite we have for Christmas dinner every year. Serve over cooked white rice.,"[""1 1/2 cups shredded Cheddar cheese"",""1/2 cup grated Parmesan cheese, or to taste"",""1/2 cup half-and-half"",""1/3 cup mayonnaise"",""1/3 cup white wine"",""2 (10.75 ounce) cans cream of mushroom soup"",""8 cooked skinless, boneless chicken breast halves""]",244688,https://www.allrecipes.com/recipe/244688/white-coq-au-vin/,White Coq Au Vin Recipe - Allrecipes.com
4.75,french,4,This soup is delicious and rich. We like it best on cold days. You can use more or less broth depending on how thick you like your French Onion Soup. Also try making with a Chardonnay as a delicious variation.,"[""1 (32 ounce) carton beef stock"",""1 1/2 teaspoons ground black pepper"",""1 clove garlic, minced"",""1 pinch salt"",""1 tablespoon brown sugar"",""1 tablespoon dried thyme"",""1/3 cup port wine"",""1/4 cup shredded Parmagiano-Reggiano cheese"",""3 tablespoons butter"",""3 tablespoons olive oil"",""5 slices French bread"",""5 slices Swiss cheese"",""6 white onions, sliced into thin rings"",""salt and ground black pepper to taste""]",219781,https://www.allrecipes.com/recipe/219781/french-onion-soup-with-port-wine/,French Onion Soup with Port Wine Recipe - Allrecipes.com
5.00,french,2,"This dish is typically simmered for hours, but this version featuring boneless chicken is ready far sooner.","[""1 (3 to 3 1/2 pound) whole chicken"",""1 1/2 cups dry and robust red wine (such as Syrah or Grenache)"",""1 sprig thyme, leaves picked"",""1 teaspoon potato starch"",""1/2 cup water"",""1/2 teaspoon white sugar"",""1/3 cup finely chopped onion"",""12 pearl onions"",""2 bay leaves"",""2 tablespoons finely chopped fresh parsley"",""2 tablespoons olive oil, divided"",""2 tablespoons red wine"",""2 teaspoons canola oil"",""3 cloves garlic, minced"",""3/4 teaspoon freshly ground black pepper"",""3/4 teaspoon salt"",""4 large mushrooms, cleaned and quartered"",""4 slices bread, crusts removed""]",257588,https://www.allrecipes.com/recipe/257588/quick-coq-au-vin/,Quick Coq au Vin Recipe - Allrecipes.com
4.49,french,113,"Ganache recipe used in many bakeshops. This can be stored in the refrigerator for up to two weeks, or about 3 days at room temperature.","[""2 cups heavy cream"",""2 cups semisweet chocolate chips"",""2 teaspoons vanilla extract""]",76330,https://www.allrecipes.com/recipe/76330/pro-ganache/,Pro Ganache Recipe - Allrecipes.com
4.50,french,5,"Variation of salmon en croute (aka Salmon Wellington). Serve with a side of rice, asparagus, and/or spinach on Bastille Day.","[""1 (1 1/2-pound) boned, skinned salmon fillet"",""1 cup baby spinach"",""1 cup chopped fresh mushrooms"",""1 egg, beaten"",""1 tablespoon all-purpose flour, or as needed"",""1/2 cup mayonnaise"",""1/2 onion, chopped"",""1/2 teaspoon dried dill"",""1/2 teaspoon smoked paprika, or more to taste"",""2 sheets frozen puff pastry (such as Pepperidge Farm(R)), thawed"",""2 tablespoons fresh lemon juice"",""2 tablespoons olive oil, divided"",""2 teaspoons Dijon mustard"",""2 teaspoons minced garlic, divided"",""Sauce:"",""salt and ground black pepper to taste""]",246066,https://www.allrecipes.com/recipe/246066/salmon-en-croute/,Salmon en Croute  Recipe - Allrecipes.com
4.32,french,18,"These cookies are called 'cat's tongues'. They are easy to make. This is a French recipe, but it has already been converted to conventional measurements.","[""1 1/2 cups all-purpose flour"",""1 1/2 teaspoons vanilla extract"",""1/2 cup white sugar"",""2 tablespoons white sugar"",""3 egg whites"",""6 (1 ounce) squares semisweet chocolate, melted"",""9 tablespoons butter, softened""]",10899,https://www.allrecipes.com/recipe/10899/langues-de-chat/,Langues de Chat Recipe - Allrecipes.com
3.58,french,11,"After many attempts via trial-and-error, this is my all-time favorite onion soup recipe.","[""1 cup sherry wine"",""1 cup shredded Gruyere cheese"",""1 sprig fresh parsley"",""1 sprig fresh thyme"",""2 tablespoons olive oil"",""4 (14.5 ounce) cans low-sodium beef broth"",""8 (1 inch thick) slices French bread"",""8 large red onions, halved and thinly sliced"",""salt and pepper to taste""]",72134,https://www.allrecipes.com/recipe/72134/real-french-onion-soup/,Real French Onion Soup Recipe - Allrecipes.com
4.08,french,11,"This dish is also known as Beef a la Bourguignon; this is a French preparation method associated with the cuisine of the Burgundy region of France. The dishes are characterized by meats braised in red wine, usually garnished with mushrooms, small onions and bacon. Here is a casserole version, sans bacon.","[""1 (10.75 ounce) can condensed cream of mushroom soup"",""1 (4.5 ounce) can mushrooms, drained"",""1 cube beef bouillon"",""1/2 (1 ounce) package herb and lemon soup mix"",""1/2 cup Burgundy wine"",""1/2 cup chopped onion"",""2 pounds beef roast, cut into cubes"",""4 cups cooked egg noodles""]",14686,https://www.allrecipes.com/recipe/14686/beef-burgundy-casserole/,Beef Burgundy Casserole Recipe - Allrecipes.com
4.25,french,11,A modern and light version of the traditional French Blanquette. Serve with rice.,"[""1 (3 pound) whole chicken, cut into 8 pieces"",""1 clove garlic"",""1 egg yolk"",""1 lemon, juiced"",""1 sprig fresh parsley"",""1 sprig fresh tarragon leaves, finely chopped"",""1 sprig fresh thyme"",""1 stalk celery, cut into chunks"",""1 whole clove"",""1 whole onion"",""2 1/2 ounces butter"",""2 carrots, cut into chunks"",""2 tablespoons all-purpose flour"",""3 tablespoons heavy cream"",""4 1/2 ounces fresh mushrooms, trimmed and halved"",""6 cups water"",""7 fluid ounces white wine"",""salt and ground black pepper to taste""]",216653,https://www.allrecipes.com/recipe/216653/petite-blanquette-de-poulet-a-lestragon-tarragon-chicken/,Petite Blanquette de Poulet a l'Estragon (Tarragon Chicken) Recipe - Allrecipes.com
4.21,french,12,A simple recipe for extraordinary homemade white wine mustard.,"[""1/2 cup distilled white vinegar"",""1/2 cup dry white wine"",""3 eggs, beaten"",""3/4 cup ground dry mustard"",""3/4 cup white sugar""]",18915,https://www.allrecipes.com/recipe/18915/hals-wine-mustard/,Hal's Wine Mustard Recipe - Allrecipes.com
4.48,french,15,"After tweaking a crepe recipe I came up with this incredibly delicious version -- chocolate crepe batter, with bananas and chocolate sauce!  A very big hit with my friends! Top with powdered sugar or whipped cream.","[""1 1/2 tablespoons melted butter"",""1 egg yolk"",""1 tablespoon cocoa"",""1 tablespoon whole or 2% milk"",""1 teaspoon vanilla"",""1/2 cup whole or 2% milk"",""1/2 tablespoon butter"",""1/3 cup white flour"",""2 ripe bananas, sliced"",""2 tablespoons confectioners' sugar"",""2 teaspoons hazelnut liqueur"",""Chocolate Sauce:"",""Crepe Batter:""]",85419,https://www.allrecipes.com/recipe/85419/chocolate-banana-crepes/,Chocolate Banana Crepes Recipe - Allrecipes.com
4.21,french,60,"If you like Chicken Cordon Bleu, you will love this casserole! This is one of my family's favorites!","[""1 (10.75 ounce) can condensed cream of chicken soup"",""1 bunch green onions, sliced"",""1 cup grated Parmesan cheese"",""1 cup sour cream"",""1 pound cooked ham, diced"",""1/2 pound sliced fresh mushrooms"",""1/4 cup butter, melted"",""10 cooked skinless, boneless chicken breast halves - cut into strips"",""2 tablespoons butter, melted (optional)"",""4 cups cornflake crumbs"",""6 cups shredded Swiss cheese"",""salt and ground black pepper to taste""]",216026,https://www.allrecipes.com/recipe/216026/hollys-chicken-cordon-bleu-casserole/,Holly's Chicken Cordon Bleu Casserole Recipe - Allrecipes.com
4.00,french,290,"Layers of chicken, ham and Swiss cheese simmer in a creamy sauce while topped with stuffing mix.","[""1 (10.75 ounce) can condensed cream of chicken soup"",""1 (8 ounce) package herbed dry bread stuffing mix"",""1 cup milk"",""1/4 cup butter, melted"",""4 ounces sliced Swiss cheese"",""4 ounces sliced ham"",""6 skinless, boneless chicken breast halves""]",81124,https://www.allrecipes.com/recipe/81124/slow-cooker-chicken-cordon-bleu/,Slow Cooker Chicken Cordon Bleu Recipe - Allrecipes.com
3.88,french,14,A wonderful creamy garlic multi-purpose mayonnaise that can be used for cooking or in sandwiches. Quite tasty!,"[""1 1/4 cups olive oil"",""1 tablespoon white wine vinegar"",""1/2 teaspoon sea salt"",""2 egg yolks"",""6 cloves garlic""]",208401,https://www.allrecipes.com/recipe/208401/garlic-mayonnaise/,Garlic Mayonnaise Recipe - Allrecipes.com
0.00,french,0,"These are decadent French chocolate wonders. Hardly any flour and unbelievably easy to do. Sometimes I make them toward the end of dinner when unexpected friends drop in. Straight from the oven, they will be runny in the center (on purpose). Eat while still warm. These will not have the same impact cold on the next day.","[""1 tablespoon all-purpose flour"",""1 tablespoon white sugar"",""1/3 cup white sugar"",""3 1/2 tablespoons butter"",""3 eggs"",""4 (1 ounce) squares semisweet chocolate"",""4 milk chocolate candy kisses (such as Hershey's Kisses(R))""]",221795,https://www.allrecipes.com/recipe/221795/chocolate-fondant/,Chocolate Fondant Recipe - Allrecipes.com
4.41,french,58,"Fantabulous colored, bite-sized macaroons. Divide batter into thirds and color one-third pink and flavor with raspberry flavoring; color one-third yellow and flavor with lemon flavoring; color one-third pale blue and flavor with vanilla. Fill and make sandwich cookies with filling of choice, like peach jam or strawberry preserves.","[""1 1/2 teaspoons finely ground almonds"",""1 1/3 cups confectioners' sugar"",""1 cup finely ground almonds"",""3 egg whites"",""6 tablespoons superfine (castor) sugar""]",223233,https://www.allrecipes.com/recipe/223233/french-macaroons/,French Macaroons Recipe - Allrecipes.com
3.77,french,10,Traditional stovetop custard with a sugared top.,"[""1 tablespoon white sugar"",""1/2 cup white sugar"",""2 vanilla beans"",""3 cups heavy cream"",""8 egg yolks""]",19028,https://www.allrecipes.com/recipe/19028/creme-brulee-iv/,Creme Brulee IV Recipe - Allrecipes.com
4.66,french,587,"When I was a little girl, my mother would always make us crepes on Sundays. I also loved the smell of vanilla when my mother would make her cookies. So, I would always ask her to make her cookies, and when she refused, I would take out the vanilla and sit it next to me with the cap open, so that I could breathe the aroma. My mother get a kick out of this, and said, well, if it's that important, we'll add a little vanilla kick, just for you. After the first time she put the vanilla in, there was never a last...it became a tradition.","[""1 1/2 cups all-purpose flour"",""1 1/2 cups milk"",""1/2 teaspoon salt"",""2 tablespoons sugar"",""2 tablespoons vanilla extract"",""3 egg yolks"",""5 tablespoons melted butter""]",95817,https://www.allrecipes.com/recipe/95817/vanilla-crepes/,Vanilla Crepes Recipe - Allrecipes.com
4.78,french,8,"This is a French drink that can be mixed to taste. Use Champagne with the same amount of creme de cassis, and it is a Kir Royale.","[""3/4 cup white wine"",""4 teaspoons creme de cassis liqueur""]",166549,https://www.allrecipes.com/recipe/166549/kir/,Kir Recipe - Allrecipes.com
4.16,french,22,"Macaron is the French word for macaroon, but are never the coconut-based cookie. Macarons are one of the most amazing pastries, with hundreds of flavors and fillings. 

Macarons are made from almond flour and meringue, with even the pros claiming to failure on a regular basis. After going through dozens of recipes and trials, this is the most reliable macaron recipe I could come up with. You could get lighter using the Italian meringue method, but it's less dependable.","[""1 1/3 cups almond flour"",""1 2/3 cups confectioners' sugar"",""1/4 cup superfine (castor) sugar"",""1/8 teaspoon salt"",""4 extra large egg whites""]",223232,https://www.allrecipes.com/recipe/223232/macarons/,Macarons Recipe - Allrecipes.com
4.53,french,979,"A crisp, crunchy crust and slightly chewy center make this bread as traditional as the breads served in France.","[""1 1/2 teaspoons salt"",""1 egg white"",""1 tablespoon cornmeal"",""1 tablespoon water"",""2 1/2 (.25 ounce) packages active dry yeast"",""2 cups warm water (110 degrees F/45 degrees C)"",""6 cups all-purpose flour""]",6882,https://www.allrecipes.com/recipe/6882/french-bread/,French Bread Recipe - Allrecipes.com
0.00,french,0,"This French cheese and potato casserole is called tartiflette in France: potatoes combined with fried onions and bacon, smothered with delicious French cheese, and baked to golden deliciousness! All you need is a green salad on the side.","[""1 1/2 cups dry white wine"",""1 tablespoon vegetable oil"",""2 onions, sliced"",""2 pounds potatoes"",""3 1/2 ounces bacon, diced"",""4 slices Reblochon cheese"",""salt and ground black pepper to taste""]",261233,https://www.allrecipes.com/recipe/261233/tartiflette-french-cheese-and-potato-casserole/,Tartiflette (French Cheese and Potato Casserole) Recipe - Allrecipes.com
4.24,french,100,"I am a French Canadian from Montreal, this recipe is one of the first ones that I learned as a child growing up and can either be served traditional style with REAL maple syrup on top or cold with ice cream rolled into it and chocolate syrup on top as a desert.","[""1 cup all-purpose flour"",""1 egg"",""2 cups milk""]",17571,https://www.allrecipes.com/recipe/17571/real-french-crepes/,Real French Crepes Recipe - Allrecipes.com
5.00,french,2,"I love the blend of herbes de Provence, honey, lemon, and lavender. The acidity of the lemon perfectly balances the sweetness of the honey. This dish is always a hit and all five of my children cheer when I place this on the table. I use an Instant Pot®, but this recipe can be easily adapted to be baked in the oven instead. I hope you enjoy it as much as my family does.","[""1 1/2 cups chicken stock"",""1 lemon, zested and juiced"",""1 tablespoon lavender flowers"",""2 cloves garlic, sliced"",""2 sprigs thyme, leaves picked"",""2 teaspoons cornstarch"",""3 tablespoons extra-virgin olive oil, divided"",""3 tablespoons herbes de Provence"",""4 chicken thighs"",""4 tablespoons honey"",""6 chicken legs""]",268517,https://www.allrecipes.com/recipe/268517/instant-pot-provencal-honey-lemon-chicken/,Instant Pot® Provencal Honey-Lemon Chicken Recipe - Allrecipes.com
4.00,french,5,This is the best French onion soup you'll ever taste! I've added bacon and use Gruyere cheese for a unique boost of flavor. This one's a meal in itself.,"[""1 tablespoon ground black pepper"",""1 tablespoon salt"",""1/2 cup dry white wine"",""1/2 pound bacon"",""1/2 pound sweet onions"",""1/4 cup cooking sherry"",""2 1/2 pounds chopped onion"",""2 tablespoons chopped fresh thyme"",""4 slices Gruyere cheese"",""4 slices toasted French bread"",""8 cups beef stock""]",17773,https://www.allrecipes.com/recipe/17773/julias-excellent-french-onion-soup/,Julia's Excellent French Onion Soup Recipe - Allrecipes.com
4.44,french,6,"This is a lighter alternative to pumpkin pie. I have not doubled this recipe, so I don't know how that would turn out, but I'd like to know if someone does.","[""1 (14 ounce) can pumpkin puree"",""1 (7 ounce) jar marshmallow creme"",""1 (8 ounce) package cream cheese, softened"",""1 1/2 teaspoons ground cinnamon"",""1 tablespoon orange juice concentrate, thawed"",""1/2 teaspoon ground nutmeg"",""1/4 cup chopped toasted pecans"",""1/4 cup crushed gingersnaps"",""1/4 cup maple syrup""]",112990,https://www.allrecipes.com/recipe/112990/pumpkin-parfaits/,Pumpkin Parfaits Recipe - Allrecipes.com
